@relation iris-weka.filters.unsupervised.attribute.Remove-R1-2
@attribute petallength numeric
@attribute petalwidth numeric
@attribute class {negative,positive,zero}
@data
4.168511263221893,3.3790167471150108,negative
3.3913200293589885,4.221083099982311,negative
4.459562302985504,3.9290880830236365,negative
5.918351941249426,3.7305367915361387,negative
5.362499638143451,4.520444333194957,negative
5.024296043480307,5.71506725782916,negative
4.304589294491399,3.9132012348533194,negative
5.375971450819387,5.470345176845328,negative
4.354849055413416,3.7737242551033825,negative
3.6275327612371466,3.624581664410536,negative
5.328731860070938,5.613105843156061,negative
3.2353449214500216,3.6825251509320323,negative
4.652447877376316,3.9908436278286024,negative
5.852000101052712,3.006824088162337,negative
4.070025290769466,5.133468401073269,negative
5.688729931831347,5.69656357683445,negative
5.4119501431791175,3.323927724872436,negative
3.793079562706346,5.575713776504678,negative
3.3737199250356436,3.4673327050433764,negative
4.840082301689325,4.600908049338285,negative
3.575886788253107,5.132233067194512,negative
3.780285807643865,5.438398082294289,negative
5.094157554364907,3.103888239616388,negative
5.526851721385549,5.744213291830922,negative
3.158862363537879,5.067057876012637,negative
3.7965658485171794,4.809481077240754,negative
5.827592852900354,4.460639801440833,negative
4.24596388492183,3.704544428249075,negative
4.133055914516566,3.815038212855289,negative
3.1638944996404406,3.870943249611707,negative
4.500178697813844,5.995448278380776,negative
4.195709102377622,5.26950500368716,negative
4.112245004231749,4.730300421315821,negative
5.881884974743269,3.6957204112513207,negative
4.3853333643962635,3.6039102757222268,negative
4.195254786182099,5.7202593371419,negative
5.567141963115316,4.671871246908232,zero
3.5122671485619517,5.805823208282433,zero
5.749417595911775,3.3150927873358356,zero
5.987002993352346,2.924835545728776,zero
3.5725304330111287,6.850536318689126,zero
4.406033222149669,2.9251675030970192,zero
2.1539585304131026,5.57653120442121,zero
6.458002252017151,3.593506547712594,zero
4.973108673565521,6.486768384205378,zero
2.7353187765205034,3.636284838614023,zero
6.137335911134802,2.549152599789661,zero
6.105311174137087,6.745436965550004,zero
5.695926184293356,5.9587818280521745,zero
3.88358865556805,4.4884746079885085,zero
6.742461804222366,7.270021082864846,zero
2.3498301117715847,7.235462717016352,zero
6.692469024903361,3.099749041567013,zero
3.6364580491068805,2.2163415260369748,zero
5.957235742589619,7.568464622508586,zero
3.6983889389529025,6.370399128428982,zero
5.256170049610403,6.8080499058958015,zero
6.937282604253306,2.905558376041248,zero
4.019053326261983,5.714594131142576,zero
2.106454610427803,4.428500613862507,zero
2.7260282573510555,3.6617957480734082,zero
3.3628414525886647,2.1375089721468457,zero
5.617144652258502,7.115064560175677,zero
5.760149569819301,5.888272279643469,zero
4.974773169881086,3.998561399425615,zero
2.092550925866221,7.948751878938928,zero
6.141175770254574,3.267014016504236,zero
7.801019640511639,7.952569670645491,zero
5.580013837770824,3.421266160508571,zero
2.644645771897883,5.941240087712658,zero
2.62455228347895,7.681119256785797,zero
2.016987640925281,4.453922807850758,zero
3.076807179282976,3.191138866514626,zero
7.152765777492282,7.379235358178261,zero
3.53086432605724,6.984705938538298,zero
2.022932385665197,2.72702506993683,zero
3.190086459142904,6.46870548807599,zero
7.456384833597849,4.608854615588301,zero
7.031905822471253,2.9158481849689992,zero
3.9543279284012467,4.534321414325712,zero
6.445384209854588,4.863737367121555,zero
7.778520751853769,7.636184563928899,zero
2.925711328363434,4.41939821186987,zero
2.1973825738534805,5.63063510464622,zero
7.056289195578233,7.2550958852127785,zero
7.264162375964127,7.199905257923685,zero
6.843042866617389,4.555881959291675,zero
7.17911407936308,4.05277007755209,zero
6.487074358728256,2.341412781601063,zero
6.152852431208603,5.174355531137891,zero
4.890767778066108,2.434198302386143,zero
3.7407990087998475,2.7200260147831203,zero
4.588933069429968,5.883543214833557,zero
4.858862879022418,2.6389823193324187,zero
6.380562906485308,5.8790591699364665,zero
6.11823359806012,5.4315647286267925,zero
4.7082609309180725,3.099727521795486,zero
2.732400549406643,5.450108072756315,zero
7.791383410311012,6.044109083738656,zero
7.052243692574649,6.846563898487505,zero
4.665421310381469,6.174402031370282,zero
4.775280488653842,6.6509553013940605,zero
2.6141345158721667,6.68166015095297,zero
4.052880892562925,2.5330969008313247,zero
7.002432250668841,4.341593590204561,zero
4.0845048398536274,2.5558659784313478,zero
5.2269822246997855,6.279981246105386,zero
5.34074322641269,4.671675261951721,zero
5.398010473667939,5.503837218986076,zero
5.29718420192478,4.844651850822322,zero
4.449741423813844,6.7790781748175295,zero
3.4888569961828133,2.4993921628997873,zero
7.6484125894645985,3.8475534789714896,zero
5.810239865783808,6.503015125657824,zero
3.9257784397295277,4.075902974799749,zero
2.288557713276914,6.080603660134873,zero
7.112508909170046,3.415823491957127,zero
3.0483223087746727,4.94497491066539,zero
7.979865814531854,7.029928565040464,zero
3.862807885872985,7.490086006535646,zero
2.0195287685284775,7.0994985957609265,zero
7.553387251695968,7.153238832837013,zero
5.100427015312466,7.180028105720552,zero
2.5503879221275376,6.994605065775259,zero
7.537913430745694,2.007582801926134,zero
7.169362200858711,3.1734563311025332,zero
2.694608005951461,2.8835947880475485,zero
3.5843996541753533,7.31883776932256,zero
7.00371578857518,3.6778250824184715,zero
3.095345092435406,3.798290767167023,zero
6.264613794869409,3.0888409248001114,zero
2.0885185234259493,6.58157995504412,zero
6.206982710585001,7.088458534440219,zero
6.0807694367484855,5.777249040900685,zero
5.6537459489592425,3.4512127313298233,zero
3.4144313840792955,3.9881813860352286,zero
2.134558849310521,5.932026266452417,zero
2.5359754786950726,7.388205362661337,zero
2.5105818248287273,7.004859176072401,zero
5.343900122785849,3.8651428697998975,zero
3.0677486055825396,3.1122274335464493,zero
3.8316236942059696,6.70655630431608,zero
6.6197294064994665,7.100091960867671,zero
2.178885056240044,5.122813996530363,zero
4.4332735915208765,2.924724829878139,zero
5.560388842534783,6.407946061219863,zero
2.247596578443342,7.8177738031463315,zero
6.243168349335792,6.7321300375883055,zero
6.305964655767615,6.882849388555426,zero
3.034371743641277,2.4404981081444106,zero
7.151614042816891,2.5715740919396013,zero
5.818913695550792,7.301322454921268,zero
3.9616235335724115,6.649139643931471,zero
6.7916662405056485,7.402490616793285,zero
6.401346641757528,7.1090267204851525,zero
2.041600043496606,2.338544468242917,zero
4.378493140600562,5.033654054792823,zero
3.3855189179691685,4.961415170657823,zero
6.659931891270758,4.622330195565556,zero
4.776766639481419,2.286346086007156,zero
3.0857748364305433,7.51999258936562,zero
6.229519082641368,3.150353507344192,zero
2.074283929740504,4.179826122753658,zero
7.002007661760774,5.913937588313126,zero
7.257627608594725,6.2799660517747204,zero
6.772257067207526,7.877611421794943,zero
4.422498781865289,7.18909379841648,zero
6.717652330515184,3.1531785052766432,zero
6.451089157158851,4.13785102609371,zero
3.7748863520198865,3.4855472874478153,zero
3.6669001692325125,2.1025988404948937,zero
2.9095706020727636,4.964229782604088,zero
3.886355127095017,7.445166101301215,zero
7.96503065184671,4.694532406505369,zero
2.5611610083743233,7.076832650137507,zero
7.587538409165975,3.3168060437938296,zero
6.667853562717311,2.3269091755312523,zero
4.840469001971023,5.767980065212911,zero
6.459941481546237,7.795880680909499,zero
3.4226042097695206,5.872967026509205,zero
6.844554273603063,2.2601913688226043,zero
3.8960403044375216,2.2343823381611303,zero
6.9794775246709815,5.17035751464889,zero
6.006889688721401,3.457383448519237,zero
4.707947548763362,4.446206225167856,zero
4.047202201482332,4.002290757551672,zero
5.657560125950376,5.12264417259242,zero
7.2592665087846076,5.901016336047631,zero
7.226132042596227,5.9364717447238435,zero
6.5236835464734035,2.204178595041052,zero
5.26134102302361,6.169368477163001,zero
4.000343341159467,7.344147707431768,zero
2.012448638670719,3.974281825920423,zero
4.006665562913632,3.605122615536998,zero
5.891403627552801,6.012063133081684,zero
5.220202255784638,7.584697755729146,zero
4.72709711974198,2.512305060660669,zero
2.2829332417121617,7.912242363487003,zero
2.530535703887323,7.846939437469661,zero
3.0623217859771525,7.557769328899447,zero
3.3101743722952834,6.367269384599187,zero
6.189429429770434,2.8208330081903545,zero
6.185641960135568,2.6047160708760186,zero
2.0471240937205923,6.532354180647411,zero
7.944570998722561,3.9726684246279382,zero
5.121653473012816,5.133129406342066,zero
4.271233391220008,6.831438330798177,zero
4.558583147820456,6.111140583560624,zero
3.1471627855518403,7.190427375004006,zero
6.879339951448738,3.785641833984857,zero
5.3829318451685895,3.4212256950088,zero
2.117332280008964,3.6193586998772362,zero
7.886737164187341,2.1424680440447954,zero
2.1228534238328685,4.120995368735185,zero
3.1094263392939476,5.911886876052231,zero
5.46370852295666,6.968601736895753,zero
7.127089369144811,2.523106924215064,zero
7.213741380329296,2.2402168166277185,zero
7.031318658740335,6.554337169683868,zero
3.9741704412441807,2.5815597741002407,zero
5.693727133838846,2.353226687490495,zero
4.712877431543177,7.771400762112897,zero
2.555297490962232,7.866757303319014,zero
4.434527887431666,7.463604512530536,zero
6.862622160481937,4.637157775141685,zero
4.309635814738747,6.890696623895212,zero
2.732075365260232,2.8844323870607136,zero
6.693420349575699,2.007162682836958,zero
7.569443940797723,3.8832070416550053,zero
4.455534028879871,4.931552094942949,zero
2.706529215560111,4.816204943065551,zero
3.219482277627761,3.614813456822682,zero
7.637714745253475,5.948771775963105,zero
2.4757798066323407,7.418150870746999,zero
2.9484798637407765,6.318483432136367,zero
7.085632636209395,2.7270505046397284,zero
7.924323726798892,2.1709751209283796,zero
